gene_id,gene_name
ENSG00000255629,RP11-196H14.3
ENSG00000255639,RP11-234B24.6
ENSG00000255641,NKG2-E
ENSG00000255642,PABPC1P4
ENSG00000255647,AC093510.1
ENSG00000255655,RP11-256L11.3
ENSG00000255663,RP11-212D19.4
ENSG00000255670,RP11-253I19.3
ENSG00000255693,RP11-766N7.3
ENSG00000255710,RP11-667M19.9
ENSG00000255717,SNHG1
ENSG00000255725,RP11-443N24.1
ENSG00000255733,IFNG-AS1
ENSG00000255737,AGAP2-AS1
ENSG00000255746,RP11-283I3.4
ENSG00000255760,RP11-428G5.5
ENSG00000255769,RP11-152F13.3
ENSG00000255776,RP11-436I9.3
ENSG00000255794,RMST
ENSG00000255815,KRT8P11
ENSG00000255823,MTRNR2L8
ENSG00000255847,RP11-167N4.2
ENSG00000255856,RP11-87C12.5
ENSG00000255857,PXN-AS1
ENSG00000255883,AC099522.2
ENSG00000255892,RP11-459D22.2
ENSG00000255893,RP11-685N10.1
ENSG00000255910,RP11-405A12.2
ENSG00000255920,CCND2-AS2
ENSG00000255921,RP11-662I13.2
ENSG00000255949,AP003419.16
ENSG00000255951,RP11-967K21.2
ENSG00000255966,RP5-940J5.3
ENSG00000255967,RP11-438L7.3
ENSG00000255987,RP11-1094M14.4
ENSG00000255991,RP11-242C24.2
ENSG00000256006,AC084117.3
ENSG00000256019,TAS2R63P
ENSG00000256028,RP11-197N18.2
ENSG00000256029,RP11-190A12.7
ENSG00000256030,CBX3P4
ENSG00000256037,MRPL40P1
ENSG00000256039,RP11-291B21.2
ENSG00000256040,PAPPA-AS1
ENSG00000256050,RP11-982M15.6
ENSG00000256064,RP11-117L5.4
ENSG00000256073,C21orf119
ENSG00000256085,RP11-337L12.1
ENSG00000256092,hsa-mir-8072
ENSG00000256116,RP11-783K16.14
ENSG00000256124,LINC01152
ENSG00000256139,RP11-968O1.5
ENSG00000256155,RP11-277P12.9
ENSG00000256189,RP11-167N4.5
ENSG00000256206,PSMA1
ENSG00000256221,AE000661.36
ENSG00000256234,RP11-283G6.4
ENSG00000256238,RP11-473N11.2
ENSG00000256249,RP11-324E6.6
ENSG00000256258,RP11-495K9.9
ENSG00000256262,USP30-AS1
ENSG00000256274,TAS2R64P
ENSG00000256299,RP11-989F5.3
ENSG00000256325,RP11-611O2.1
ENSG00000256338,RPL41P2
ENSG00000256341,RP11-21A7A.3
ENSG00000256349,CTD-3074O7.11
ENSG00000256361,RP11-613F22.6
ENSG00000256407,RP11-446E24.4
ENSG00000256427,RP11-118B22.4
ENSG00000256436,TAS2R31
ENSG00000256450,RP11-424M22.1
ENSG00000256464,RP11-613F22.5
ENSG00000256500,RP11-73M18.2
ENSG00000256533,RP11-212D19.5
ENSG00000256538,RP11-847H18.3
ENSG00000256546,AC156455.1
ENSG00000256552,RP11-113C12.4
ENSG00000256566,RP4-734P14.4
ENSG00000256568,RP11-800A3.3
ENSG00000256571,RP11-274J7.2
ENSG00000256581,NLRP9P
ENSG00000256588,RP11-613F22.8
ENSG00000256590,TRDV3
ENSG00000256591,RP11-286N22.8
ENSG00000256594,RP11-705C15.2
ENSG00000256596,RP11-522N14.2
ENSG00000256603,RP11-667M19.2
ENSG00000256612,CYP2B7P
ENSG00000256616,RP11-815J4.6
ENSG00000256625,RP11-582E3.4
ENSG00000256628,ZBTB11-AS1
ENSG00000256646,PSMA2
ENSG00000256651,RP11-144O23.8
ENSG00000256663,RP11-424C20.2
ENSG00000256664,RP11-611O2.3
ENSG00000256667,KLRAP1
ENSG00000256672,RP11-218M22.2
ENSG00000256682,TAS2R12
ENSG00000256690,RP11-727F15.9
ENSG00000256694,RP11-598F7.5
ENSG00000256708,RP11-444B24.2
ENSG00000256712,RP11-785H5.2
ENSG00000256720,RP11-436I9.6
ENSG00000256723,RP11-167N4.4
ENSG00000256742,RP13-941N14.1
ENSG00000256747,RP11-860B13.1
ENSG00000256799,RP11-500M8.6
ENSG00000256806,AC004706.1
ENSG00000256814,RP11-158L12.5
ENSG00000256837,CACNA1C-IT1
ENSG00000256849,RP11-405A12.1
ENSG00000256902,RP11-986G18.1
ENSG00000256913,RP1-102E24.6
ENSG00000256916,RP11-817J15.2
ENSG00000256928,RP11-809N8.2
ENSG00000256937,RP11-436I9.5
ENSG00000256950,RP11-87C12.2
ENSG00000256966,RP11-613M10.8
ENSG00000256967,RP11-273B20.1
ENSG00000256973,RP11-359J14.2
ENSG00000256981,TAS2R18
ENSG00000256988,RP11-234B24.4
ENSG00000256995,RP11-114G22.1
ENSG00000257027,RP11-705C15.3
ENSG00000257037,RP13-200J3.2
ENSG00000257038,RP11-800A3.7
ENSG00000257052,RP11-881M11.2
ENSG00000257056,RP11-966I7.2
ENSG00000257067,AP000797.4
ENSG00000257086,RP11-783K16.13
ENSG00000257109,OR4F28P
ENSG00000257122,RRN3P3
ENSG00000257127,CLLU1
ENSG00000257135,RP11-320M2.1
ENSG00000257151,PWAR6
ENSG00000257167,TMPO-AS1
ENSG00000257169,RP11-117N2.2
ENSG00000257175,RP11-536C10.12
ENSG00000257176,RP11-996F15.2
ENSG00000257178,MIR10A
ENSG00000257180,RP11-509E10.1
ENSG00000257194,RP11-567C2.1
ENSG00000257198,FAM205B
ENSG00000257210,NACAP3
ENSG00000257221,RP11-689B22.2
ENSG00000257222,RP11-554E23.4
ENSG00000257225,RP11-328C8.4
ENSG00000257242,C12orf79
ENSG00000257243,RP11-133N21.7
ENSG00000257246,RP11-416A17.6
ENSG00000257252,RP11-486A14.2
ENSG00000257261,RP11-96H19.1
ENSG00000257264,MIR3179-1
ENSG00000257267,ZNF271
ENSG00000257272,RP11-317N8.3
ENSG00000257279,RP11-231I16.1
ENSG00000257285,RP11-298I3.1
ENSG00000257298,RP3-405J10.3
ENSG00000257303,RP11-977G19.11
ENSG00000257307,RP11-317N8.4
ENSG00000257322,RP11-511B23.2
ENSG00000257337,RP11-983P16.4
ENSG00000257341,CRIP1
ENSG00000257342,RP11-571M6.7
ENSG00000257345,RP11-511B23.1
ENSG00000257354,RP11-631N16.2
ENSG00000257355,CTD-2006C1.10
ENSG00000257356,RP11-754I20.2
ENSG00000257366,MIR3180-2
ENSG00000257368,RP11-438E8.2
ENSG00000257379,RP11-793H13.8
ENSG00000257390,RP11-762I7.5
ENSG00000257391,MIR3180-4
ENSG00000257400,RP11-778J16.3
ENSG00000257415,RP11-626I20.1
ENSG00000257431,RP11-263K4.3
ENSG00000257433,RP1-197B17.3
ENSG00000257434,RP11-81K13.1
ENSG00000257452,RP1-71H24.1
ENSG00000257475,RP11-983P16.2
ENSG00000257480,MRPL2P1
ENSG00000257488,RP5-1057I20.2
ENSG00000257489,RP11-175P13.3
ENSG00000257497,RP11-585P4.5
ENSG00000257501,RP11-1016B18.1
ENSG00000257509,RP11-762I7.4
ENSG00000257511,RP11-278C7.1
ENSG00000257513,NPIPB1P
ENSG00000257523,CTD-2384A14.2
ENSG00000257524,RP11-203J24.9
ENSG00000257527,MIR3179-3
ENSG00000257531,RP3-405J10.2
ENSG00000257534,RP11-834C11.10
ENSG00000257539,HSPA8P14
ENSG00000257556,RP11-44N21.1
ENSG00000257557,RP11-84G21.1
ENSG00000257563,MIR3180-3
ENSG00000257576,RP11-153M3.1
ENSG00000257599,OVCH1-AS1
ENSG00000257605,RP11-680A11.5
ENSG00000257607,RP11-449P15.1
ENSG00000257613,RP11-320P7.1
ENSG00000257621,RP11-349A22.5
ENSG00000257622,RP11-44N21.4
ENSG00000257642,RP11-474B16.1
ENSG00000257671,RP3-416H24.1
ENSG00000257674,RP11-76E16.2
ENSG00000257681,RP11-341G23.4
ENSG00000257698,RP11-620J15.3
ENSG00000257702,LBX2-AS1
ENSG00000257703,RP11-328J6.1
ENSG00000257704,PRR24
ENSG00000257731,RP11-536C10.11
ENSG00000257747,RP11-362A1.1
ENSG00000257752,RP11-474L23.3
ENSG00000257759,RP11-486O13.4
ENSG00000257762,RP11-626I20.3
ENSG00000257767,RP11-162P23.2
ENSG00000257773,ST13P3
ENSG00000257777,RP11-25J3.2
ENSG00000257800,FNBP1P1
ENSG00000257803,RP11-575G13.2
ENSG00000257809,RP11-603J24.14
ENSG00000257813,RP11-73B8.2
ENSG00000257815,RP11-611E13.2
ENSG00000257818,RP11-1143G9.2
ENSG00000257838,RP11-368J21.3
ENSG00000257839,RP11-290L1.2
ENSG00000257859,CASC18
ENSG00000257875,RP11-263K4.1
ENSG00000257880,RP11-769N19.2
ENSG00000257883,RP11-497G19.1
ENSG00000257884,RP11-597A11.4
ENSG00000257894,RP1-78O14.1
ENSG00000257900,RP11-454K7.1
ENSG00000257913,RP11-386G11.5
ENSG00000257918,RP11-482D24.3
ENSG00000257921,RP11-571M6.15
ENSG00000257947,RP11-46I1.1
ENSG00000257950,P2RX5-TAX1BP3
ENSG00000257954,RP11-161H23.10
ENSG00000257964,RP11-133N21.10
ENSG00000257966,OLA1P3
ENSG00000257999,RP11-61E11.2
ENSG00000258012,RP11-603K19.1
ENSG00000258017,RP11-386G11.10
ENSG00000258018,RP11-148B3.1
ENSG00000258038,CTD-2384A14.1
ENSG00000258056,RP11-644F5.11
ENSG00000258057,BCDIN3D-AS1
ENSG00000258065,RP11-30H9.1
ENSG00000258072,RP11-554D14.2
ENSG00000258082,RP11-443B7.3
ENSG00000258090,RP11-734E19.1
ENSG00000258099,RP11-686G8.2
ENSG00000258101,RP11-977B10.2
ENSG00000258104,HIGD1AP9
ENSG00000258111,RP11-43D4.2
ENSG00000258112,RP11-404O18.1
ENSG00000258119,RP11-804F13.1
ENSG00000258131,RP11-541G9.1
ENSG00000258133,RP11-340M11.1
ENSG00000258136,RP11-864J10.4
ENSG00000258137,RP11-753H16.3
ENSG00000258168,RP11-588H23.3
ENSG00000258177,RP11-394J1.2
ENSG00000258183,RP11-753N8.1
ENSG00000258210,RP11-478C19.2
ENSG00000258230,RP11-511H9.3
ENSG00000258262,RP11-693J15.3
ENSG00000258285,RP11-103B5.2
ENSG00000258288,RP11-554E23.3
ENSG00000258290,RP11-654D12.1
ENSG00000258301,RP11-488C13.5
ENSG00000258302,RP11-981P6.1
ENSG00000258303,RP11-887P2.6
ENSG00000258308,RP11-554E23.2
ENSG00000258311,RP11-644F5.10
ENSG00000258316,KLF17P1
ENSG00000258317,RP11-603J24.5
ENSG00000258325,RP4-816N1.6
ENSG00000258337,RP11-115H15.2
ENSG00000258338,RP11-87P13.2
ENSG00000258345,RP11-603J24.6
ENSG00000258354,MIR3180-1
ENSG00000258357,RP11-778J16.2
ENSG00000258359,PCNPP1
ENSG00000258365,RP11-1105G2.3
ENSG00000258376,RP4-647C14.2
ENSG00000258377,RP11-649E7.5
ENSG00000258384,AC068831.6
ENSG00000258388,PPT2-EGFL8
ENSG00000258419,RP11-588P7.1
ENSG00000258430,RP11-982M15.2
ENSG00000258431,RP1-292L20.2
ENSG00000258435,RP11-711D18.2
ENSG00000258441,LINC00641
ENSG00000258445,RP11-307P22.1
ENSG00000258446,RP11-895M11.2
ENSG00000258450,RP11-649E7.7
ENSG00000258454,RP11-361H10.3
ENSG00000258458,CTD-2555K7.2
ENSG00000258459,CTD-2292M16.7
ENSG00000258461,RP11-164J13.1
ENSG00000258465,DCAF8
ENSG00000258466,RP11-1012A1.4
ENSG00000258469,CHMP4BP1
ENSG00000258472,RP11-192H23.4
ENSG00000258479,LINC00640
ENSG00000258499,RP11-862G15.2
ENSG00000258504,RP11-638I2.6
ENSG00000258510,RP11-493G17.4
ENSG00000258525,RP11-829H16.3
ENSG00000258526,RP11-111A21.1
ENSG00000258539,RP11-12J10.3
ENSG00000258545,RP4-755D9.1
ENSG00000258546,RP11-713N11.3
ENSG00000258548,LINC00645
ENSG00000258551,RP11-661P17.1
ENSG00000258555,SPECC1L-ADORA2A
ENSG00000258559,AC005519.4
ENSG00000258561,RP11-72M17.1
ENSG00000258568,RHOQP1
ENSG00000258572,RP11-1070N10.3
ENSG00000258578,RP11-98L12.2
ENSG00000258587,RP11-316E14.2
ENSG00000258590,NBEAP1
ENSG00000258591,RP11-545M17.3
ENSG00000258602,RP11-7F17.7
ENSG00000258603,RP3-414A15.10
ENSG00000258609,LINC-ROR
ENSG00000258610,RP11-488C13.7
ENSG00000258613,RPL21P7
ENSG00000258616,RP11-369C8.1
ENSG00000258626,COX7A2P1
ENSG00000258630,RP11-725G5.2
ENSG00000258632,RP11-354B3.1
ENSG00000258633,RP11-857B24.1
ENSG00000258634,RP4-773N10.4
ENSG00000258640,RPL21P5
ENSG00000258642,RP11-219E7.2
ENSG00000258646,RP11-950C14.3
ENSG00000258651,RP11-545M17.1
ENSG00000258653,RP5-1021I20.4
ENSG00000258655,ARHGAP5-AS1
ENSG00000258657,RP11-104E19.1
ENSG00000258667,HIF1A-AS2
ENSG00000258674,CTC-260F20.3
ENSG00000258682,CTD-2002H8.2
ENSG00000258701,LINC00638
ENSG00000258702,RP11-433J8.1
ENSG00000258704,RP11-85K15.2
ENSG00000258725,PRC1-AS1
ENSG00000258727,RP11-66N24.3
ENSG00000258729,DKFZP434O1614
ENSG00000258731,RP11-547D23.1
ENSG00000258732,RP11-603B24.1
ENSG00000258733,CTD-2341M24.1
ENSG00000258735,LINC00637
ENSG00000258738,RP11-73E17.2
ENSG00000258744,RP11-80A15.1
ENSG00000258749,RP11-688G15.3
ENSG00000258758,RP11-613G13.1
ENSG00000258760,CTD-2509G16.5
ENSG00000258768,CTD-2292M16.8
ENSG00000258777,HIF1A-AS1
ENSG00000258778,RP11-804M7.1
ENSG00000258790,KIAA0391
ENSG00000258796,CTD-2560C21.1
ENSG00000258807,RP11-1152H15.1
ENSG00000258811,CTD-3051D23.1
ENSG00000258813,RP11-109N23.4
ENSG00000258815,RP11-408B11.2
ENSG00000258819,RP11-7F17.3
ENSG00000258823,CTD-2555K7.3
ENSG00000258824,CTD-2555O16.2
ENSG00000258842,RP11-355I22.5
ENSG00000258850,RP11-214N1.1
ENSG00000258856,CTD-2325K12.1
ENSG00000258867,LINC01146
ENSG00000258872,FDPSP3
ENSG00000258875,CTD-2547L24.3
ENSG00000258876,RP11-270M14.5
ENSG00000258878,CTD-2509G16.3
ENSG00000258881,AC007040.11
ENSG00000258891,RP5-1021I20.5
ENSG00000258900,HNRNPCP1
ENSG00000258904,RP11-638I2.2
ENSG00000258906,CTD-2552B11.3
ENSG00000258920,FOXN3-AS1
ENSG00000258922,CTD-2313J17.1
ENSG00000258924,CTB-96E2.3
ENSG00000258938,RP11-317N8.5
ENSG00000258940,RP11-407N17.5
ENSG00000258944,RP4-647C14.3
ENSG00000258967,HMGN1P3
ENSG00000258973,RP11-934B9.3
ENSG00000258976,CTD-2207P18.2
ENSG00000258984,UBE2F-SCLY
ENSG00000258988,RP11-125H8.1
ENSG00000258990,MPPE1P1
ENSG00000259001,RPPH1
ENSG00000259003,AE000662.92
ENSG00000259005,RP3-449M8.6
ENSG00000259039,RP11-409I10.2
ENSG00000259049,RP11-589M4.1
ENSG00000259050,CHORDC2P
ENSG00000259051,HNRNPUP1
ENSG00000259056,DUXAP1
ENSG00000259065,RP5-1021I20.1
ENSG00000259070,LINC00639
ENSG00000259071,RP11-247L20.4
ENSG00000259080,RP11-158I13.2
ENSG00000259081,RP11-488C13.6
ENSG00000259088,CTD-2017C7.2
ENSG00000259113,RP11-406H23.2
ENSG00000259116,RP11-973N13.4
ENSG00000259129,LINC00648
ENSG00000259143,CTD-2240H23.2
ENSG00000259151,CAP2P1
ENSG00000259153,RP6-65G23.3
ENSG00000259158,ADAM20P1
ENSG00000259172,RP11-299G20.2
ENSG00000259191,RP11-253M7.3
ENSG00000259192,AC109631.1
ENSG00000259196,HMBOX1-IT1
ENSG00000259205,PRKXP1
ENSG00000259209,RP5-991G20.2
ENSG00000259219,CTD-3076O17.2
ENSG00000259230,CTD-2555C10.3
ENSG00000259232,RP11-349G13.1
ENSG00000259241,RP11-313P18.2
ENSG00000259244,RP11-182J1.12
ENSG00000259248,USP3-AS1
ENSG00000259251,RP11-643M14.1
ENSG00000259254,CTD-2339L15.3
ENSG00000259257,RP11-616M17.1
ENSG00000259268,AC007950.1
ENSG00000259274,CTD-2501E16.2
ENSG00000259275,RP11-522B15.3
ENSG00000259286,RP11-696L21.2
ENSG00000259287,RP11-3D4.2
ENSG00000259291,RP11-617F23.1
ENSG00000259293,RP11-355N15.1
ENSG00000259295,CSPG4P12
ENSG00000259299,RP11-37J13.1
ENSG00000259314,CTD-3065B20.3
ENSG00000259315,RP11-752G15.9
ENSG00000259316,CTD-2116N17.1
ENSG00000259318,RP11-454L9.2
ENSG00000259319,RP11-293M10.6
ENSG00000259321,RP11-468E2.5
ENSG00000259326,RP11-102L12.2
ENSG00000259334,LINC00596
ENSG00000259336,RP11-323I15.5
ENSG00000259343,RP11-761I4.3
ENSG00000259345,RP11-624L4.1
ENSG00000259346,RP11-349G13.2
ENSG00000259347,RP11-798K3.2
ENSG00000259354,RP11-519G16.3
ENSG00000259357,RP11-316M1.12
ENSG00000259358,RP11-456J20.1
ENSG00000259362,RP11-307C19.1
ENSG00000259363,CTD-2054N24.2
ENSG00000259366,CTD-2647L4.4
ENSG00000259371,RP11-468E2.6
ENSG00000259374,RP11-736N17.4
ENSG00000259377,CTD-2308G16.1
ENSG00000259378,DCAF13P3
ENSG00000259379,RP11-925D8.5
ENSG00000259380,RP11-346D14.1
ENSG00000259384,GH1
ENSG00000259388,CTD-2647E9.1
ENSG00000259392,RP11-758N13.3
ENSG00000259396,RP11-16O9.2
ENSG00000259398,RP11-430B1.1
ENSG00000259402,RP11-30K9.4
ENSG00000259404,EFTUD1P1
ENSG00000259408,RP11-3D4.3
ENSG00000259414,HERC2P7
ENSG00000259415,RP11-7M10.2
ENSG00000259416,RP11-158M2.5
ENSG00000259420,RP11-307C19.2
ENSG00000259422,RP11-593F23.1
ENSG00000259429,UBE2Q2P3
ENSG00000259433,CTD-2651B20.4
ENSG00000259436,CTC-378H22.2
ENSG00000259438,CTD-2650P22.1
ENSG00000259439,RP11-89K21.1
ENSG00000259443,RP11-403B2.5
ENSG00000259448,RP11-16E12.1
ENSG00000259453,RP11-815J21.1
ENSG00000259460,RP11-128A17.1
ENSG00000259462,RP11-752G15.3
ENSG00000259465,AHCYP7
ENSG00000259467,NDUFAF4P1
ENSG00000259469,RP11-227D13.4
ENSG00000259470,KRT8P9
ENSG00000259476,RP11-50C13.2
ENSG00000259479,CTD-2008A1.2
ENSG00000259488,RP11-154J22.1
ENSG00000259508,RP11-661D19.3
ENSG00000259511,UBE2Q2L
ENSG00000259512,HNRNPA1P5
ENSG00000259520,CTD-2651B20.3
ENSG00000259522,RP11-468E2.2
ENSG00000259529,RP11-468E2.4
ENSG00000259531,RP11-295H24.3
ENSG00000259536,RP11-111A22.1
ENSG00000259539,CTD-2651B20.1
ENSG00000259548,RP11-38G5.2
ENSG00000259553,MIR1302-11
ENSG00000259556,RP11-56B16.2
ENSG00000259562,RP11-762H8.2
ENSG00000259569,RP11-97O12.3
ENSG00000259577,RP11-430B1.2
ENSG00000259581,TYRO3P
ENSG00000259583,RP11-66B24.4
ENSG00000259585,RP11-150L8.4
ENSG00000259592,PRELID1P4
ENSG00000259605,AC074212.5
ENSG00000259607,CTD-2647L4.5
ENSG00000259609,RP11-342A23.1
ENSG00000259619,RP11-390M11.1
ENSG00000259623,RP11-156E6.1
ENSG00000259624,RP11-138H8.3
ENSG00000259628,RP11-467H10.2
ENSG00000259630,CTD-2262B20.1
ENSG00000259635,AC100830.3
ENSG00000259642,C15orf37
ENSG00000259648,RP11-643G16.4
ENSG00000259658,RP11-89K11.1
ENSG00000259659,RP11-151N17.1
ENSG00000259660,DNM1P47
ENSG00000259661,AC068831.15
ENSG00000259666,RP11-307C19.3
ENSG00000259669,RP11-643A5.2
ENSG00000259673,IQCH-AS1
ENSG00000259682,RP11-702L15.4
ENSG00000259683,RP11-182J1.14
ENSG00000259684,RP11-120K9.2
ENSG00000259697,RP11-299H22.1
ENSG00000259704,CTD-3094K11.1
ENSG00000259705,RP11-227D13.1
ENSG00000259706,HSP90B2P
ENSG00000259712,CTD-2184D3.5
ENSG00000259713,RP11-429B14.1
ENSG00000259717,LINC00677
ENSG00000259726,CSPG4P11
ENSG00000259732,RP11-59H7.3
ENSG00000259735,RP11-356M20.3
ENSG00000259736,RP11-387D10.2
ENSG00000259737,RP11-475A13.1
ENSG00000259744,RP11-138H8.6
ENSG00000259746,HSPE1P3
ENSG00000259750,RP11-356M20.2
ENSG00000259751,RP11-83J16.3
ENSG00000259753,ITGB3
ENSG00000259754,RP11-208K4.1
ENSG00000259755,RP11-505E24.2
ENSG00000259762,RP11-158M2.4
ENSG00000259767,RP11-90B9.2
ENSG00000259768,RP5-991G20.1
ENSG00000259771,RP11-429D19.1
ENSG00000259772,RP11-16E12.2
ENSG00000259774,RP11-182J1.13
ENSG00000259775,RP11-45P15.4
ENSG00000259780,RP11-304L19.12
ENSG00000259781,RP11-673C5.1
ENSG00000259782,CTD-2270L9.2
ENSG00000259788,RP11-359K18.3
ENSG00000259793,RP11-400N9.1
ENSG00000259797,RP11-96D1.3
ENSG00000259802,CTD-2256P15.2
ENSG00000259804,CTD-2012K14.7
ENSG00000259807,RP11-426C22.4
ENSG00000259810,AC002519.8
ENSG00000259818,RP5-1024G6.7
ENSG00000259820,AC083843.1
ENSG00000259826,RP11-467D6.1
ENSG00000259834,RP11-284N8.3
ENSG00000259845,HERC2P10
ENSG00000259848,AC097374.2
ENSG00000259856,RAB43P1
ENSG00000259863,SH3RF3-AS1
ENSG00000259865,RP11-488L18.10
ENSG00000259866,RP11-177N22.2
ENSG00000259868,RP11-1012E15.1
ENSG00000259876,CTD-3037G24.4
ENSG00000259877,RP11-46C24.7
ENSG00000259881,RP11-830F9.5
ENSG00000259891,CTA-204B4.2
ENSG00000259892,RP11-1H8.4
ENSG00000259895,RP11-715J22.2
ENSG00000259899,CTD-3037G24.3
ENSG00000259900,RP11-343C2.7
ENSG00000259915,RP11-410E4.1
ENSG00000259917,HNRNPLP2
ENSG00000259920,RP11-2E11.5
ENSG00000259921,AC022819.3
ENSG00000259922,RP11-322D14.1
ENSG00000259924,RP11-16E23.4
ENSG00000259925,CTA-363E6.2
ENSG00000259926,RP11-44F14.5
ENSG00000259929,CTA-481E9.4
ENSG00000259932,CTD-2651B20.7
ENSG00000259935,RP11-519C12.1
ENSG00000259939,RP11-77H9.5
ENSG00000259940,CTD-3203P2.1
ENSG00000259941,RP11-48G14.2
ENSG00000259943,RP1-39G22.7
ENSG00000259952,AC009133.15
ENSG00000259953,RP11-4O1.2
ENSG00000259954,IL21R-AS1
ENSG00000259959,RP11-121C2.2
ENSG00000259967,RP11-2E17.2
ENSG00000259970,AC099668.5
ENSG00000259972,AC009120.6
ENSG00000259974,LINC00261
ENSG00000259976,RP11-553L6.5
ENSG00000259984,RP11-335G20.7
ENSG00000259985,RP11-549B18.1
ENSG00000259994,RP11-305E6.4
ENSG00000259999,RP11-252K23.1
ENSG00000260000,RP3-467N11.1
ENSG00000260005,AC027601.1
ENSG00000260007,RP11-315D16.2
ENSG00000260015,RP11-510M2.5
ENSG00000260018,RP11-505K9.1
ENSG00000260021,RP11-480I12.10
ENSG00000260030,RP11-686F15.2
ENSG00000260032,LINC00657
ENSG00000260034,RP11-266L9.2
ENSG00000260036,RP11-178D12.2
ENSG00000260046,RP11-454K7.3
ENSG00000260052,CTC-527H23.3
ENSG00000260053,ABCB10P4
ENSG00000260060,RP11-388M20.1
ENSG00000260062,RP11-299H22.5
ENSG00000260063,RP5-968P14.2
ENSG00000260064,RP11-18F14.4
ENSG00000260072,CTD-2313J23.1
ENSG00000260075,NSFP1
ENSG00000260081,RP11-66N11.8
ENSG00000260083,MIR4519
ENSG00000260086,RP11-42I10.1
ENSG00000260088,RP11-92G12.3
ENSG00000260091,RP11-33B1.4
ENSG00000260092,RP11-77K12.7
ENSG00000260093,RP11-1E4.1
ENSG00000260095,RP11-715J22.3
ENSG00000260100,RP11-220I1.5
ENSG00000260101,RP11-568N6.1
ENSG00000260103,RP11-10O17.1
ENSG00000260105,AOC4P
ENSG00000260108,RP11-140H17.1
ENSG00000260120,RP11-177B4.2
ENSG00000260121,RP5-1142A6.9
ENSG00000260128,ULK4P2
ENSG00000260135,RP11-212I21.2
ENSG00000260136,CTD-2270L9.4
ENSG00000260139,CSPG4P13
ENSG00000260142,RP11-764E7.1
ENSG00000260144,RP11-361M10.3
ENSG00000260151,RP11-748L13.6
ENSG00000260152,RP11-69H7.4
ENSG00000260160,CTC-471J1.2
ENSG00000260170,RP11-96O20.4
ENSG00000260174,CTD-2022H16.3
ENSG00000260176,CTD-3126B10.4
ENSG00000260177,RP4-536B24.3
ENSG00000260179,RP5-902P8.12
ENSG00000260186,RP11-481J2.2
ENSG00000260190,RP11-229P13.25
ENSG00000260192,RP11-756H20.1
ENSG00000260193,RP11-83N9.5
ENSG00000260196,RP1-239B22.5
ENSG00000260209,RP11-680F20.10
ENSG00000260213,RP11-303E16.3
ENSG00000260219,RP11-347C12.10
ENSG00000260229,RP11-391L3.5
ENSG00000260231,JHDM1D-AS1
ENSG00000260233,SSSCA1-AS1
ENSG00000260236,RP11-708J19.1
ENSG00000260244,RP11-588K22.2
ENSG00000260249,RP11-401P9.5
ENSG00000260254,AP000997.2
ENSG00000260257,RP5-1085F17.3
ENSG00000260260,RP11-304L19.5
ENSG00000260261,RP11-480A16.1
ENSG00000260264,AC004125.3
ENSG00000260267,RP11-452L6.5
ENSG00000260269,CTD-2323K18.1
ENSG00000260273,RP11-425D10.10
ENSG00000260274,RP11-817O13.8
ENSG00000260276,RP11-77H9.2
ENSG00000260278,RP11-109G23.3
ENSG00000260279,AC137932.5
ENSG00000260280,SLX1B-SULT1A4
ENSG00000260285,RP11-600F24.7
ENSG00000260288,RP11-24M17.4
ENSG00000260290,CTD-2033A16.2
ENSG00000260293,RP11-715J22.6
ENSG00000260296,RP11-395I6.3
ENSG00000260300,RP11-505K9.4
ENSG00000260303,RP11-203B7.2
ENSG00000260306,RP11-645C24.5
ENSG00000260310,RP11-27M24.2
ENSG00000260316,LA16c-306A4.2
ENSG00000260317,RP11-48B3.4
ENSG00000260318,COX6CP1
ENSG00000260329,RP11-412D9.4
ENSG00000260331,RP11-111J6.2
ENSG00000260337,RP11-386M24.6
ENSG00000260339,HEXA-AS1
ENSG00000260342,RP11-1035H13.3
ENSG00000260350,RP11-152P23.2
ENSG00000260360,RP11-533E19.5
ENSG00000260361,CTD-2313J17.5
ENSG00000260367,RP11-264B17.4
ENSG00000260368,RP11-521I2.3
ENSG00000260369,CTD-2526A2.2
ENSG00000260381,RP11-429P3.5
ENSG00000260386,RP11-439L8.3
ENSG00000260388,LINC00562
ENSG00000260394,LA16c-313D11.9
ENSG00000260395,CTD-2649C14.1
ENSG00000260398,RP11-594N15.3
ENSG00000260400,RP11-119F7.5
ENSG00000260401,RP11-800A3.4
ENSG00000260404,RP11-384K6.6
ENSG00000260409,RP11-403B2.7
ENSG00000260410,RP11-505K9.3
ENSG00000260413,RP11-231C14.6
ENSG00000260417,CTD-2542L18.1
ENSG00000260423,RP13-735L24.1
ENSG00000260425,LA16c-316G12.2
ENSG00000260433,RP11-202D1.2
ENSG00000260442,RP11-22P6.3
ENSG00000260448,RP11-449H11.1
ENSG00000260452,TPRKBP2
ENSG00000260455,CASC14
ENSG00000260459,FTLP14
ENSG00000260460,RP11-284F21.8
ENSG00000260461,RP11-541N10.3
ENSG00000260464,RP4-561L24.3
ENSG00000260465,RP11-63M22.2
ENSG00000260470,RP11-834C11.11
ENSG00000260475,RP11-85A1.3
ENSG00000260482,CTD-2196E14.9
ENSG00000260490,RP11-265N6.3
ENSG00000260492,RP11-686F15.3
