gene_id,gene_name
ENSG00000231079,AC105402.4
ENSG00000231086,TSSK1A
ENSG00000231104,RP11-354M20.3
ENSG00000231105,RP5-1071N3.1
ENSG00000231108,RP11-390F4.9
ENSG00000231113,RP3-475N16.1
ENSG00000231119,RP4-569M23.2
ENSG00000231125,AF129075.5
ENSG00000231128,RP5-1073O3.2
ENSG00000231130,HLA-T
ENSG00000231154,MORF4L2-AS1
ENSG00000231160,RP11-617D20.1
ENSG00000231162,COX11P1
ENSG00000231177,LINC00852
ENSG00000231181,RP13-15M17.1
ENSG00000231185,AC005592.2
ENSG00000231187,RP11-38L15.3
ENSG00000231188,RP11-34D15.2
ENSG00000231193,RP11-462B18.2
ENSG00000231195,IFNA11P
ENSG00000231205,ZNF826P
ENSG00000231212,RP11-111F5.3
ENSG00000231216,GS1-600G8.3
ENSG00000231222,ARF4P4
ENSG00000231227,RP11-85O21.4
ENSG00000231233,CCDC147-AS1
ENSG00000231234,SKP1P1
ENSG00000231244,PSMC1P3
ENSG00000231249,ITPR1-AS1
ENSG00000231256,C17orf105
ENSG00000231259,AC125232.1
ENSG00000231272,RP4-799P18.4
ENSG00000231290,APCDD1L-AS1
ENSG00000231304,AC107622.1
ENSG00000231305,RP11-723O4.2
ENSG00000231307,RPS3P2
ENSG00000231312,AC007246.3
ENSG00000231327,AC016700.5
ENSG00000231329,RP1-225E12.2
ENSG00000231333,RPL34P6
ENSG00000231345,RP11-564C4.6
ENSG00000231346,LINC01160
ENSG00000231365,RP11-418J17.1
ENSG00000231390,SNX18P8
ENSG00000231395,AC124914.3
ENSG00000231401,AC023481.1
ENSG00000231402,WASF5P
ENSG00000231407,RP11-576I22.2
ENSG00000231439,WASIR2
ENSG00000231440,RP11-467I20.6
ENSG00000231460,RP11-321L2.1
ENSG00000231464,AC024937.4
ENSG00000231466,CTA-246H3.11
ENSG00000231473,LINC00441
ENSG00000231507,RP11-134P9.3
ENSG00000231508,RP11-452K12.6
ENSG00000231512,RP11-261C10.2
ENSG00000231521,RP11-244N9.4
ENSG00000231527,RP11-374M1.2
ENSG00000231534,FBXO36-IT1
ENSG00000231536,AC123886.2
ENSG00000231544,RSL24D1P11
ENSG00000231551,RP11-495P10.1
ENSG00000231557,AC018717.1
ENSG00000231560,AC091814.3
ENSG00000231561,CEACAMP5
ENSG00000231576,Z95114.3
ENSG00000231579,RPL7P21
ENSG00000231584,FAHD2CP
ENSG00000231595,AC005224.2
ENSG00000231607,DLEU2
ENSG00000231612,RP11-522M21.3
ENSG00000231615,RP11-296O14.2
ENSG00000231616,RP11-575L7.4
ENSG00000231635,ATP5BP1
ENSG00000231646,AC008174.3
ENSG00000231663,RP5-827C21.4
ENSG00000231665,OGFOD1P1
ENSG00000231668,PPP2R2DP1
ENSG00000231671,RP11-157N3.1
ENSG00000231672,DIRC3
ENSG00000231686,RP1-203P18.1
ENSG00000231697,NANOGP5
ENSG00000231701,BMS1P13
ENSG00000231703,RP4-669H2.1
ENSG00000231704,AC004895.4
ENSG00000231721,LINC-PINT
ENSG00000231728,LL0XNC01-116E7.2
ENSG00000231729,ARHGEF9-IT1
ENSG00000231731,AC010976.2
ENSG00000231744,RP11-164H5.1
ENSG00000231752,EMBP1
ENSG00000231755,CHODL-AS1
ENSG00000231765,PPP1R11P2
ENSG00000231770,TMEM44-AS1
ENSG00000231784,DBIL5P
ENSG00000231787,RP11-370B6.1
ENSG00000231789,RP11-558F24.4
ENSG00000231793,DOC2GP
ENSG00000231794,AC009542.2
ENSG00000231808,RP11-143M1.4
ENSG00000231817,RP11-189B4.6
ENSG00000231822,AC019097.7
ENSG00000231826,AC016735.2
ENSG00000231830,XX-FW83128A1.2
ENSG00000231840,AC073342.12
ENSG00000231841,RP11-206F17.2
ENSG00000231848,AC012354.8
ENSG00000231856,RP11-327P2.5
ENSG00000231864,RP11-229P13.23
ENSG00000231871,IPO9-AS1
ENSG00000231875,RP11-346E8.1
ENSG00000231877,RP11-177F15.1
ENSG00000231880,KBTBD4
ENSG00000231881,RP5-1120P11.3
ENSG00000231888,MTND5P15
ENSG00000231889,TRAF3IP2-AS1
ENSG00000231890,AC093391.2
ENSG00000231900,GOT2P1
ENSG00000231901,RP11-281A20.1
ENSG00000231907,GAPDHP37
ENSG00000231908,IDH1-AS1
ENSG00000231910,GAMTP2
ENSG00000231916,AC006033.22
ENSG00000231940,RPS7P3
ENSG00000231961,RP5-967N21.7
ENSG00000231969,AC144449.1
ENSG00000231991,ANXA2P2
ENSG00000231999,RP5-1007M22.2
ENSG00000232004,CAP1P2
ENSG00000232006,AC005537.2
ENSG00000232010,AP001059.5
ENSG00000232021,LEF1-AS1
ENSG00000232022,RP5-1109J22.1
ENSG00000232024,LSM12P1
ENSG00000232036,GS1-115G20.2
ENSG00000232041,PSMD10P3
ENSG00000232053,AC009784.3
ENSG00000232060,RP11-255N24.4
ENSG00000232063,RP11-307E17.8
ENSG00000232065,LINC01063
ENSG00000232073,RP1-302D9.3
ENSG00000232081,LARGE-IT1
ENSG00000232093,RP11-307C12.11
ENSG00000232098,CTD-2619J13.14
ENSG00000232104,RP11-509J21.1
ENSG00000232109,AL022344.2
ENSG00000232117,LINC00384
ENSG00000232124,AP001057.1
ENSG00000232134,RPS15AP12
ENSG00000232150,ST13P4
ENSG00000232160,RAP2C-AS1
ENSG00000232164,AC092669.3
ENSG00000232166,RP4-799P18.5
ENSG00000232168,RP11-180D15.1
ENSG00000232173,OR2H5P
ENSG00000232176,RP11-146N23.1
ENSG00000232186,RP11-311P8.2
ENSG00000232199,RPL3P8
ENSG00000232215,OR2L6P
ENSG00000232228,RP11-77O7.1
ENSG00000232233,RP11-573D15.2
ENSG00000232265,XXyac-YX155B6.5
ENSG00000232271,RP4-764O22.1
ENSG00000232282,MTND1P32
ENSG00000232284,GNG12-AS1
ENSG00000232300,FAM215B
ENSG00000232303,RP11-205M20.7
ENSG00000232309,GS1-122H1.1
ENSG00000232311,RP1-249I4.2
ENSG00000232335,RP11-435D7.3
ENSG00000232337,AC009313.2
ENSG00000232354,VIPR1-AS1
ENSG00000232361,RP11-632K21.3
ENSG00000232366,VDAC1P9
ENSG00000232373,MTCYBP3
ENSG00000232380,ZDHHC20P4
ENSG00000232381,OR52U1P
ENSG00000232389,RP11-134K13.2
ENSG00000232392,AC002366.3
ENSG00000232407,RP11-641C17.2
ENSG00000232422,KNOP1P4
ENSG00000232430,RPL31P15
ENSG00000232433,RP11-341A11.2
ENSG00000232442,CTD-3184A7.4
ENSG00000232445,RP11-132A1.4
ENSG00000232450,RP4-730K3.3
ENSG00000232453,RP4-794H19.1
ENSG00000232454,RP11-3J10.7
ENSG00000232459,OR4F14P
ENSG00000232460,BMPR1APS2
ENSG00000232466,RP11-337A23.5
ENSG00000232470,RP11-313D6.3
ENSG00000232472,EEF1B2P3
ENSG00000232479,AC010900.2
ENSG00000232485,AC098820.3
ENSG00000232486,RP11-18B3.2
ENSG00000232489,MFAP1P1
ENSG00000232499,RP11-512F24.1
ENSG00000232502,AC073464.7
ENSG00000232504,AC105053.4
ENSG00000232526,AC025750.6
ENSG00000232533,AC093673.5
ENSG00000232535,OR5H8P
ENSG00000232545,KB-318B8.7
ENSG00000232553,AC006026.10
ENSG00000232564,RP4-591N18.2
ENSG00000232568,RPL23AP35
ENSG00000232573,RPL3P4
ENSG00000232586,RP11-46A10.4
ENSG00000232587,EEF1A1P3
ENSG00000232591,RP5-1031D4.2
ENSG00000232593,LINC01155
ENSG00000232611,RP11-1114A5.4
ENSG00000232613,AC007386.4
ENSG00000232618,RP11-439L18.1
ENSG00000232623,AP000266.7
ENSG00000232626,RP11-175B9.2
ENSG00000232656,IDI2-AS1
ENSG00000232671,RP11-126K1.2
ENSG00000232677,LINC00665
ENSG00000232679,RP11-400N13.3
ENSG00000232680,AC002511.3
ENSG00000232692,AP001596.6
ENSG00000232696,AC017006.2
ENSG00000232709,MARK2P9
ENSG00000232713,AC010733.5
ENSG00000232716,AC016831.6
ENSG00000232721,RP11-403I13.5
ENSG00000232724,AC111186.1
ENSG00000232727,YWHAEP1
ENSG00000232729,AC083884.8
ENSG00000232732,AC073043.1
ENSG00000232736,AC007551.2
ENSG00000232748,ZNF668
ENSG00000232774,RP11-47I22.3
ENSG00000232788,AC078883.3
ENSG00000232798,RP11-204M4.1
ENSG00000232800,SLC7A15P
ENSG00000232807,RP11-536K7.3
ENSG00000232811,RP11-96K19.2
ENSG00000232815,LINC00537
ENSG00000232818,RPS2P32
ENSG00000232823,TXNP1
ENSG00000232827,RP11-211N8.7
ENSG00000232828,AF196970.3
ENSG00000232842,RP5-961K14.1
ENSG00000232846,SLC25A6P3
ENSG00000232850,AL590708.2
ENSG00000232855,AF131217.1
ENSG00000232859,LYRM9
ENSG00000232860,SMG7-AS1
ENSG00000232862,RP4-665N4.4
ENSG00000232871,SEC1P
ENSG00000232876,CTA-212D2.2
ENSG00000232878,DPYD-AS1
ENSG00000232882,PHKA1P1
ENSG00000232884,AF127936.3
ENSG00000232888,RPS11P5
ENSG00000232891,RP11-136K14.1
ENSG00000232894,MRPS31P2
ENSG00000232896,RP11-410K21.2
ENSG00000232906,RP11-746P2.3
ENSG00000232907,RP5-977B1.7
ENSG00000232915,AC097721.1
ENSG00000232931,LINC00342
ENSG00000232934,RP11-324O2.3
ENSG00000232938,AC139099.3
ENSG00000232940,HCG25
ENSG00000232946,RP11-390F4.2
ENSG00000232947,RP11-401E14.2
ENSG00000232952,RP11-90H3.1
ENSG00000232953,HSPA8P18
ENSG00000232956,SNHG15
ENSG00000232973,CYP1B1-AS1
ENSG00000232977,LINC00327
ENSG00000232987,AC051649.6
ENSG00000232994,RPL7P14
ENSG00000232995,RP11-267N12.3
ENSG00000232998,VPS13A-AS1
ENSG00000233006,AC034220.3
ENSG00000233007,AF241726.4
ENSG00000233008,RP11-475O6.1
ENSG00000233010,RPEP4
ENSG00000233016,SNHG7
ENSG00000233020,RP11-42O15.2
ENSG00000233025,CRYZP1
ENSG00000233030,RP11-196G18.3
ENSG00000233040,FAM204BP
ENSG00000233045,AC097523.1
ENSG00000233048,RP5-1069C8.2
ENSG00000233058,LINC00884
ENSG00000233063,SAR1AP4
ENSG00000233072,RPS15AP6
ENSG00000233073,AC005009.2
ENSG00000233080,CTA-714B7.5
ENSG00000233084,AL672183.2
ENSG00000233098,RP11-344E13.3
ENSG00000233101,HOXB-AS3
ENSG00000233108,AC006042.7
ENSG00000233110,RP11-301L8.2
ENSG00000233121,VN1R20P
ENSG00000233131,AC096649.1
ENSG00000233154,RP4-655J12.4
ENSG00000233155,HMGA1P8
ENSG00000233157,RP3-388M5.8
ENSG00000233170,RP11-863K10.4
ENSG00000233175,CTD-2020K17.3
ENSG00000233178,RP11-88I18.2
ENSG00000233184,RP11-421L21.3
ENSG00000233198,RNF224
ENSG00000233203,RP11-67L3.4
ENSG00000233205,AC108479.2
ENSG00000233211,GRPEL2P1
ENSG00000233217,MROH3P
ENSG00000233220,LINC00167
ENSG00000233221,AC133785.1
ENSG00000233223,AC113189.5
ENSG00000233225,AC004987.9
ENSG00000233230,AC079807.2
ENSG00000233236,AP001171.1
ENSG00000233242,RP11-220I1.2
ENSG00000233243,RP11-12D5.5
ENSG00000233246,RP11-415J8.5
ENSG00000233251,AC007743.1
ENSG00000233261,LINC00264
ENSG00000233264,AC006042.8
ENSG00000233266,HMGB1P31
ENSG00000233270,SNRPEP4
ENSG00000233273,AMMECR1LP1
ENSG00000233287,AC009362.2
ENSG00000233290,RP11-147G16.1
ENSG00000233296,AC092159.2
ENSG00000233297,RASA4DP
ENSG00000233324,EEF1A1P34
ENSG00000233327,USP32P2
ENSG00000233343,ATP6V1G1P4
ENSG00000233347,ERP29P1
ENSG00000233360,Z83844.1
ENSG00000233369,RP11-396K3.1
ENSG00000233382,NKAPP1
ENSG00000233388,RP4-569D19.5
ENSG00000233396,RP11-458D21.1
ENSG00000233401,PRKAR1AP
ENSG00000233420,AC002127.4
ENSG00000233421,U1
ENSG00000233426,EIF3FP3
ENSG00000233429,HOTAIRM1
ENSG00000233441,CYP2AB1P
ENSG00000233448,PMS2P9
ENSG00000233452,STXBP5-AS1
ENSG00000233457,RP11-336N8.1
ENSG00000233461,RP11-295G20.2
ENSG00000233469,ST6GALNAC4P1
ENSG00000233473,RAD1P2
ENSG00000233476,EEF1A1P6
ENSG00000233483,CTD-2020K17.4
ENSG00000233509,ZNF197-AS1
ENSG00000233515,AL022344.4
ENSG00000233523,PHBP5
ENSG00000233524,RANP8
ENSG00000233527,AC092295.7
ENSG00000233539,AC011294.3
ENSG00000233558,RP3-486I3.4
ENSG00000233559,AC016831.7
ENSG00000233560,KRT8P39
ENSG00000233570,LINC00690
ENSG00000233578,RP5-1022P6.3
ENSG00000233579,KRT8P15
ENSG00000233585,AC115617.2
ENSG00000233586,RP11-763B22.3
ENSG00000233588,CYP51A1P2
ENSG00000233593,RP4-665J23.1
ENSG00000233597,RP11-343B5.1
ENSG00000233602,ERI3-IT1
ENSG00000233606,OR6C66P
ENSG00000233621,LINC01137
ENSG00000233623,PGAM1P11
ENSG00000233646,OR52T1P
ENSG00000233647,RP11-8J9.1
ENSG00000233668,RP11-571F15.3
ENSG00000233672,RNASEH2B-AS1
ENSG00000233673,ANAPC1P1
ENSG00000233674,RP11-184I16.3
ENSG00000233680,HNRNPA1P27
ENSG00000233684,AC079779.6
ENSG00000233690,EBAG9P1
ENSG00000233694,AC007365.1
ENSG00000233695,GAS6-AS1
ENSG00000233716,AC074367.1
ENSG00000233719,GOT2P3
ENSG00000233762,AC007969.5
ENSG00000233764,Z95114.4
ENSG00000233775,RP4-811H24.9
ENSG00000233785,RP13-314C10.5
ENSG00000233791,LINC01136
ENSG00000233806,AC131097.3
ENSG00000233817,RP11-168K11.3
ENSG00000233818,AP000695.4
ENSG00000233820,RP11-535M15.2
ENSG00000233825,RP11-135A24.4
ENSG00000233828,AC008394.1
ENSG00000233830,EIF4HP1
ENSG00000233834,AC005083.1
ENSG00000233836,RP11-255H23.2
ENSG00000233837,EIF3LP2
ENSG00000233844,KCNQ5-IT1
ENSG00000233846,RP11-307L3.2
ENSG00000233852,AC005304.1
ENSG00000233859,ADH5P4
ENSG00000233862,AC016907.3
ENSG00000233871,DLG5-AS1
ENSG00000233874,RP1-136J15.5
ENSG00000233878,AC073133.1
ENSG00000233892,PAIP1P1
ENSG00000233901,RP11-65J3.1
ENSG00000233902,XXbac-BPG181B23.6
ENSG00000233903,Z83851.4
ENSG00000233912,AC026202.3
ENSG00000233913,CTC-575D19.1
ENSG00000233915,UBE2Q2P10
ENSG00000233922,AL133493.2
ENSG00000233924,AL160471.6
ENSG00000233937,CTC-338M12.4
ENSG00000233942,AC004012.1
ENSG00000233956,BTF3P6
ENSG00000233967,RP11-250B2.3
ENSG00000233974,RP11-823P9.3
ENSG00000233984,RPSAP14
ENSG00000233996,AC013439.4
ENSG00000233998,SETP5
ENSG00000234005,GAPDHP22
ENSG00000234006,DDX39B-AS1
ENSG00000234009,RPL5P34
ENSG00000234026,RP11-310E22.4
ENSG00000234028,AC062029.1
ENSG00000234040,RP11-254B13.4
ENSG00000234043,RP11-56M3.1
ENSG00000234056,AMER2-AS1
ENSG00000234062,RP11-308D16.4
ENSG00000234072,AC074117.10
ENSG00000234073,AC011816.1
ENSG00000234107,TPT1P1
ENSG00000234129,RP11-120D5.1
ENSG00000234130,RP13-88F20.1
ENSG00000234141,AC009473.1
ENSG00000234142,RP11-276E17.2
ENSG00000234143,UGT1A13P
ENSG00000234147,RP3-460G2.2
ENSG00000234148,RP11-395L14.3
ENSG00000234155,RP11-30P6.6
ENSG00000234160,RP11-613M10.6
ENSG00000234167,TCEB2P4
ENSG00000234171,RNASEH1-AS1
ENSG00000234174,AC016683.5
ENSG00000234176,HSPA8P1
ENSG00000234183,AC004854.4
ENSG00000234184,RP5-887A10.1
ENSG00000234199,AC010982.1
ENSG00000234203,RP5-1050D4.2
ENSG00000234210,AC006372.4
ENSG00000234213,FHP1
ENSG00000234219,RP11-454L1.2
ENSG00000234222,RP11-315I20.1
ENSG00000234229,RP11-308N19.4
ENSG00000234231,AC093616.4
ENSG00000234241,RP4-775C13.1
ENSG00000234244,RP11-139J15.5
ENSG00000234261,RP11-146I2.1
ENSG00000234268,AP000936.1
ENSG00000234282,RP4-673D20.4
ENSG00000234290,AC116366.6
ENSG00000234311,RP11-432J24.3
ENSG00000234323,RP11-308N19.1
ENSG00000234325,MRPS10P2
ENSG00000234327,AC012146.7
ENSG00000234329,RP11-767N6.2
ENSG00000234335,RPS4XP11
ENSG00000234337,RP11-297L17.6
ENSG00000234345,LL0XNC01-116E7.1
ENSG00000234350,AC007405.4
ENSG00000234353,AP000347.4
ENSG00000234358,AC003080.4
ENSG00000234362,AC104654.2
ENSG00000234377,RNF219-AS1
ENSG00000234380,AP000330.8
ENSG00000234389,AC007278.3
ENSG00000234390,USP27X-AS1
ENSG00000234394,RP11-561O23.5
ENSG00000234405,LL0XNC01-250H12.3
ENSG00000234420,ZNF37BP
ENSG00000234423,AC019118.2
ENSG00000234426,RP11-459O1.2
ENSG00000234428,RP11-666F17.1
ENSG00000234432,RP11-1275H24.1
ENSG00000234456,MAGI2-AS3
ENSG00000234471,AC147651.1
ENSG00000234473,ZNF101P2
ENSG00000234476,RP11-496N12.6
ENSG00000234492,RPL34-AS1
ENSG00000234494,AC003665.1
ENSG00000234498,RPL13AP20
ENSG00000234502,FYTTD1P1
ENSG00000234504,RP11-285G1.2
ENSG00000234509,AP000253.1
ENSG00000234518,PTGES3P1
ENSG00000234522,RP11-572P18.2
ENSG00000234534,RP11-39K24.2
ENSG00000234546,RP3-510D11.2
ENSG00000234569,RAD1P1
ENSG00000234570,ZFRP1
ENSG00000234572,AC007880.1
ENSG00000234578,RP4-784A16.1
ENSG00000234585,CCT6P3
ENSG00000234608,MAPKAPK5-AS1
ENSG00000234614,AL450992.2
ENSG00000234617,SNRK-AS1
ENSG00000234618,RPSAP9
ENSG00000234622,RP13-297E16.5
ENSG00000234624,AC016894.1
ENSG00000234639,AC009263.2
ENSG00000234645,YWHAEP5
ENSG00000234663,AC104820.2
ENSG00000234664,HMGN2P5
ENSG00000234665,RP11-262H14.3
ENSG00000234667,ACTBP13
ENSG00000234678,RP11-465N4.4
ENSG00000234684,SDCBP2-AS1
ENSG00000234685,NUS1P2
ENSG00000234690,AC073283.4
ENSG00000234694,RP1-92O14.3
ENSG00000234699,RP11-225H22.4
ENSG00000234705,HMGA1P4
ENSG00000234709,UPF3AP3
ENSG00000234719,RP11-166B2.1
ENSG00000234737,KRT18P15
ENSG00000234741,GAS5
ENSG00000234753,RP11-328M4.2
ENSG00000234769,WASH4P
ENSG00000234771,RP11-395P17.3
ENSG00000234772,LINC00412
ENSG00000234773,CTD-2666L21.1
ENSG00000234776,C11orf94
ENSG00000234782,TPT1P9
ENSG00000234788,HSPA8P3
ENSG00000234797,RPS3AP6
ENSG00000234807,LINC01135
ENSG00000234810,RP11-466L17.1
ENSG00000234816,U91328.2
ENSG00000234817,RP3-400B16.1
ENSG00000234825,XRCC6P2
ENSG00000234832,RP3-322G13.7
ENSG00000234835,PHBP13
ENSG00000234840,RP11-399D6.2
ENSG00000234841,RP11-119H12.4
ENSG00000234851,RP11-3P17.3
ENSG00000234857,HNRNPUL2-BSCL2
ENSG00000234862,RP5-1097P24.1
ENSG00000234869,RP3-439F8.1
ENSG00000234882,EIF3EP1
ENSG00000234883,MIR155HG
ENSG00000234886,MTND5P26
ENSG00000234899,SOX9-AS1
ENSG00000234902,AC007879.2
ENSG00000234911,TEX21P
ENSG00000234912,LINC00338
ENSG00000234913,XXbac-B476C20.13
ENSG00000234917,RP5-994D16.3
ENSG00000234925,RP11-254B13.3
ENSG00000234936,AC010883.5
ENSG00000234937,RP11-101O6.2
ENSG00000234944,RP11-124O11.1
ENSG00000234946,SDHCP3
ENSG00000234956,RP11-356I2.1
ENSG00000234969,RP13-33H18.1
ENSG00000234975,FTH1P2
ENSG00000234981,RP11-534L20.4
ENSG00000234985,RP11-3L10.3
ENSG00000234986,XX-C2158C12.1
ENSG00000234996,RP11-480I12.7
ENSG00000234999,AC004016.2
ENSG00000235001,EIF4A1P2
ENSG00000235008,RP3-497J21.1
ENSG00000235012,AF121897.4
ENSG00000235013,COX20P2
ENSG00000235018,RP11-11M20.2
ENSG00000235023,AP001626.2
ENSG00000235033,RP11-61I13.3
ENSG00000235036,RP5-1099D15.1
ENSG00000235043,TECRP1
ENSG00000235044,PPIAP3
ENSG00000235051,RP11-637O19.2
ENSG00000235052,RP1-150O5.3
ENSG00000235056,AC010983.1
ENSG00000235070,AC068138.1
ENSG00000235071,RP11-759L5.2
ENSG00000235072,AC012074.2
ENSG00000235076,GAPDHP52
ENSG00000235078,AC142528.1
ENSG00000235081,AC010492.2
ENSG00000235088,RP4-620E11.4
ENSG00000235090,RPL7L1P3
ENSG00000235092,AC011747.7
ENSG00000235095,RP11-1217F2.1
ENSG00000235100,RP11-80H5.9
ENSG00000235101,SETP9
ENSG00000235105,RP11-329A14.1
ENSG00000235106,LINC00094
ENSG00000235111,RP1-29C18.8
ENSG00000235123,DSCAM-AS1
ENSG00000235128,AC013474.4
ENSG00000235142,RP1-60O19.1
ENSG00000235145,RP11-533E19.3
ENSG00000235151,AC114730.2
ENSG00000235172,CTB-114C7.3
ENSG00000235183,RP11-613C6.4
ENSG00000235192,AC009495.2
ENSG00000235197,ZNF33AP1
ENSG00000235204,RP11-121A14.2
ENSG00000235217,TSPY26P
ENSG00000235221,LINC00401
ENSG00000235244,RP11-761E20.1
ENSG00000235245,RP11-122K13.12
ENSG00000235248,OR13C1P
ENSG00000235251,RP11-384B12.2
ENSG00000235254,TMEM185AP1
ENSG00000235257,AC093415.2
ENSG00000235262,KDM5C-IT1
ENSG00000235271,RP1-90L6.3
ENSG00000235275,KRT18P16
ENSG00000235280,MCF2L-AS1
ENSG00000235286,AP000925.2
ENSG00000235289,BRD7P6
ENSG00000235290,HLA-W
ENSG00000235300,AC090627.1
ENSG00000235303,RP1-79C4.1
ENSG00000235313,HM13-IT1
ENSG00000235314,LINC00957
ENSG00000235316,DUSP8P5
ENSG00000235319,AC012360.4
ENSG00000235330,RP11-165F24.2
ENSG00000235366,LINC01055
ENSG00000235370,DNM1P51
ENSG00000235371,RP4-764D2.1
ENSG00000235374,SSR4P1
ENSG00000235377,RP11-388B24.4
ENSG00000235381,RP11-477D19.2
ENSG00000235385,GS1-600G8.5
ENSG00000235387,LINC00961
ENSG00000235390,CTD-2651B20.5
ENSG00000235408,SNORA71B
ENSG00000235411,AC007041.2
ENSG00000235419,AC010149.4
ENSG00000235423,RP11-282O18.3
ENSG00000235437,RP11-357C3.3
ENSG00000235438,ESRRAP2
ENSG00000235445,XXbac-B476C20.14
ENSG00000235481,RP11-133O22.6
ENSG00000235482,RPL21P135
ENSG00000235489,DBF4P1
ENSG00000235493,AC092415.1
ENSG00000235499,AC073046.25
ENSG00000235505,RP11-693N9.2
ENSG00000235508,RPS2P7
ENSG00000235513,RP4-756G23.5
ENSG00000235527,RP5-1073O3.7
ENSG00000235530,AC087294.2
ENSG00000235531,RP11-383H13.1
ENSG00000235544,RPS11P1
ENSG00000235545,RP11-230B22.1
ENSG00000235552,RPL6P27
ENSG00000235554,AC005822.1
ENSG00000235560,AC002310.12
ENSG00000235571,SNX18P14
ENSG00000235574,AC073150.6
ENSG00000235590,GNAS-AS1
ENSG00000235592,GS1-600G8.4
ENSG00000235609,AF127936.7
ENSG00000235613,NSRP1P1
ENSG00000235615,AJ239322.1
ENSG00000235618,RP11-324H6.5
ENSG00000235621,LINC00494
ENSG00000235629,AC090952.5
ENSG00000235636,NUS1P1
ENSG00000235641,LINC00484
ENSG00000235647,RP1-172B20.6
ENSG00000235651,AC064850.4
ENSG00000235652,RP11-545I5.3
ENSG00000235655,H3F3AP4
ENSG00000235663,SAPCD1-AS1
ENSG00000235665,LINC00298
ENSG00000235672,AC090286.2
ENSG00000235683,AC018442.1
ENSG00000235687,LINC00993
ENSG00000235698,PA2G4P2
ENSG00000235701,PCBP2P1
ENSG00000235703,LINC00894
ENSG00000235706,DICER1-AS1
ENSG00000235720,RP11-340I6.6
ENSG00000235721,AC013268.3
ENSG00000235724,AC009299.2
ENSG00000235748,RP11-32D17.4
ENSG00000235750,KIAA0040
ENSG00000235760,AC138655.4
ENSG00000235770,LINC00607
ENSG00000235779,AC079779.5
ENSG00000235781,XXbac-BPG249D20.9
ENSG00000235786,ZNRF3-IT1
ENSG00000235795,RP11-421L21.2
ENSG00000235808,MYL6P2
ENSG00000235821,IFITM4P
ENSG00000235823,LINC00263
ENSG00000235831,BHLHE40-AS1
ENSG00000235833,AC159540.14
ENSG00000235843,RP13-16H11.5
ENSG00000235848,RMDN2-AS1
ENSG00000235852,AC005540.3
ENSG00000235859,AC006978.6
ENSG00000235862,RP11-338C15.5
ENSG00000235879,FAR1P1
ENSG00000235881,AC114776.3
ENSG00000235897,TM4SF19-AS1
ENSG00000235903,CPB2-AS1
ENSG00000235908,RHOA-IT1
ENSG00000235917,RP11-39K24.14
ENSG00000235919,ASH1L-AS1
ENSG00000235920,AC073109.2
ENSG00000235927,NEXN-AS1
ENSG00000235929,TPT1P14
ENSG00000235944,ZNF815P
ENSG00000235946,LL0XNC01-240C2.1
ENSG00000235947,EGOT
ENSG00000235954,TTC28-AS1
ENSG00000235965,AP000431.1
ENSG00000235978,AC018816.3
ENSG00000235989,MORC2-AS1
ENSG00000235990,RP11-323D18.5
ENSG00000235997,AC109642.1
ENSG00000236008,AC011747.4
ENSG00000236015,AC011290.5
ENSG00000236017,ASMTL-AS1
ENSG00000236021,RP11-195C7.1
ENSG00000236047,AC073410.1
ENSG00000236049,AC104777.2
ENSG00000236051,MYCBP2-AS1
ENSG00000236056,GAPDHP14
ENSG00000236065,RP1-117O3.2
ENSG00000236069,RP5-1011O1.3
ENSG00000236081,AC074389.9
ENSG00000236085,ACTG1P4
ENSG00000236086,HMGN2P28
ENSG00000236088,COX10-AS1
ENSG00000236095,RP11-49O14.2
ENSG00000236137,RP11-27K13.3
ENSG00000236144,AD000090.2
ENSG00000236156,CHCHD4P3
ENSG00000236159,RP3-343K2.4
ENSG00000236180,RP11-163G10.4
ENSG00000236184,TCEA1P4
ENSG00000236187,GJA6P
ENSG00000236193,RP11-105N14.3
ENSG00000236194,AC003104.1
ENSG00000236200,KDM4A-AS1
ENSG00000236204,AC092594.1
ENSG00000236209,AC104135.2
ENSG00000236212,AC009262.2
ENSG00000236240,GPC5-IT1
ENSG00000236254,MTND4P14
ENSG00000236255,AC009404.2
ENSG00000236263,RP11-263K19.6
ENSG00000236264,RPL26P30
ENSG00000236296,GUSBP5
ENSG00000236297,RP11-175P19.2
ENSG00000236303,RP11-540N6.1
ENSG00000236308,RP11-316M21.7
ENSG00000236313,VN1R53P
ENSG00000236318,AC019117.1
ENSG00000236323,BMP6P1
ENSG00000236330,RPL5P9
ENSG00000236349,SUCLG2P2
ENSG00000236352,AC005220.3
ENSG00000236358,RP5-827C21.2
ENSG00000236359,OR51B8P
ENSG00000236360,RP11-334A14.2
ENSG00000236375,POU5F1P5
ENSG00000236394,RP11-229P13.15
ENSG00000236397,DDX11L2
ENSG00000236404,RP11-125B21.2
ENSG00000236409,NRADDP
ENSG00000236423,LINC01134
ENSG00000236432,AC097662.2
ENSG00000236437,AP001891.1
ENSG00000236438,FAM157A
ENSG00000236447,ATG10-IT1
ENSG00000236449,AC018890.6
ENSG00000236452,AC123023.1
ENSG00000236453,AC003092.1
ENSG00000236456,RP4-785G19.2
ENSG00000236459,HNRNPA1P22
ENSG00000236463,LINC00427
ENSG00000236474,GCNT1P1
ENSG00000236478,AC012513.4
